kanji,top_reading,top_count,alt_readings_json
外出時間,がいしゅつじかん,2,{}
適性,てきせい,2,{}
数万年,すうまんねん,2,{}
事故発生,じこはっせい,2,{}
鑑賞,かんしょう,2,{}
比較的,ひかくてき,2,{}
格差,かくさ,2,{}
太古,たいこ,2,{}
毛皮,けがわ,2,{}
疾患,しっかん,2,{}
無罪,むざい,2,{}
純真,じゅんしん,2,{}
下見,したみ,2,{}
夕刊,ゆうかん,2,{}
衝撃的,しょうげきてき,2,{}
有志,ゆうし,2,{}
改修工事,かいしゅうこうじ,2,{}
翌春,よくしゅん,2,{}
九九,くく,2,{}
陳列棚,ちんれつだな,2,{}
豆乳,とうにゅう,2,{}
応対,おうたい,2,{}
研修生,けんしゅうせい,2,{}
星形,ほしがた,2,{}
植林,しょくりん,2,{}
果樹園,かじゅえん,2,{}
以降,いこう,2,{}
祝辞,しゅくじ,2,{}
幻想的,げんそうてき,2,{}
非現実的,ひげんじつてき,2,{}
来週月曜,らいしゅうげつよう,2,{}
貯水,ちょすい,2,{}
過多,かた,2,{}
歴史上,れきしじょう,2,{}
風力発電,ふうりょくはつでん,2,{}
指紋,しもん,2,{}
疑惑,ぎわく,2,{}
体幹,たいかん,2,{}
暗唱,あんしょう,2,{}
配属,はいぞく,2,{}
古代史,こだいし,2,{}
体力消耗,たいりょくしょうもう,2,{}
運営方法,うんえいほうほう,2,{}
触覚,しょっかく,2,{}
文学賞,ぶんがくしょう,2,{}
診,み,2,{}
領域,りょういき,2,{}
保守派,ほしゅは,2,{}
容態,ようたい,2,{}
別物,べつもの,2,{}
商業的,しょうぎょうてき,2,{}
人手,ひとで,2,{}
法律的,ほうりつてき,2,{}
二年,にねん,2,{}
憲法,けんぽう,2,{}
下線,かせん,2,{}
旧市街,きゅうしがい,2,{}
進行形,しんこうけい,2,{}
序章,じょしょう,2,{}
量産,りょうさん,2,{}
快,こころよ,2,{}
形式上,けいしきじょう,2,{}
建設中,けんせつちゅう,2,{}
足場,あしば,2,{}
崩壊,ほうかい,2,{}
潜在能力,せんざいのうりょく,2,{}
反対者,はんたいしゃ,2,{}
旅行費用,りょこうひよう,2,{}
宿泊費,しゅくはくひ,2,{}
職場環境,しょくばかんきょう,2,{}
組合,くみあい,2,{}
専門誌,せんもんし,2,{}
著作権,ちょさくけん,2,{}
家庭内,かていない,2,{}
当番制,とうばんせい,2,{}
庭仕事,にわしごと,2,{}
無給,むきゅう,2,{}
地球上,ちきゅうじょう,2,{}
生物種,せいぶつしゅ,2,{}
人類共通,じんるいきょうつう,2,{}
妊娠,にんしん,2,{}
根幹,こんかん,2,{}
判例,はんれい,2,{}
未着手,みちゃくしゅ,2,{}
実測,じっそく,2,{}
不親切,ふしんせつ,2,{}
就任演説,しゅうにんえんぜつ,2,{}
保護区,ほごく,2,{}
外壁,がいへき,2,{}
見積書,みつもりしょ,2,{}
大音響,だいおんきょう,2,{}
気象学者,きしょうがくしゃ,2,{}
百科事典,ひゃっかじてん,2,{}
新装,しんそう,2,{}
法外,ほうがい,2,{}
事項,じこう,2,{}
返信用,へんしんよう,2,{}
英検,えいけん,2,{}
準,じゅん,2,{}
本編,ほんぺん,2,{}
休憩時間,きゅうけいじかん,2,{}
確定申告,かくていしんこく,2,{}
建築士,けんちくし,2,{}
気分転換,きぶんてんかん,2,{}
別離,べつり,2,{}
職業訓練,しょくぎょうくんれん,2,{}
前回,ぜんかい,2,{}
仮想現実,かそうげんじつ,2,{}
幻想,げんそう,2,{}
夏季,かき,2,{}
合否,ごうひ,2,{}
再販,さいはん,2,{}
調査結果,ちょうさけっか,2,{}
盗作,とうさく,2,{}
文章題,ぶんしょうだい,2,{}
消失,しょうしつ,2,{}
駅構内,えきこうない,2,{}
早々,そうそう,2,{}
開設,かいせつ,2,{}
年次,ねんじ,2,{}
旧,きゅう,2,{}
農法,のうほう,2,{}
耕作,こうさく,2,{}
畜産,ちくさん,2,{}
物価,ぶっか,2,{}
対応策,たいおうさく,2,{}
親身,しんみ,2,{}
問題視,もんだいし,2,{}
離別,りべつ,2,{}
問答,もんどう,2,{}
戦勝,せんしょう,2,{}
国家試験,こっかしけん,2,{}
休園,きゅうえん,2,{}
破壊的,はかいてき,2,{}
記念館,きねんかん,2,{}
見越,みこ,2,{}
宇宙開発,うちゅうかいはつ,2,{}
未開封,みかいふう,2,{}
地震予知,じしんよち,2,{}
遭,あ,2,{}
退院後,たいいんご,2,{}
不幸,ふこう,2,{}
京都駅,きょうとえき,2,{}
数倍,すうばい,2,{}
途方,とほう,2,{}
救急隊,きゅうきゅうたい,2,{}
売買,ばいばい,2,{}
初診,しょしん,2,{}
診察室,しんさつしつ,2,{}
出発地,しゅっぱつち,2,{}
経由地,けいゆち,2,{}
中間地点,ちゅうかんちてん,2,{}
意義深,いぎぶか,2,{}
授,さず,2,{}
前倒,まえだお,2,{}
教育方針,きょういくほうしん,2,{}
新聞各紙,しんぶんかくし,2,{}
賛否両論,さんぴりょうろん,2,{}
物議,ぶつぎ,2,{}
宗教家,しゅうきょうか,2,{}
歴史学,れきしがく,2,{}
修復作業,しゅうふくさぎょう,2,{}
間投詞,かんとうし,2,{}
弱火,よわび,2,{}
錨,いかり,2,{}
朝霧,あさぎり,2,{}
蝋燭,ろうそく,2,{}
節度,せつど,2,{}
群生,ぐんせい,2,{}
葦,あし,2,{}
鋲,びょう,2,{}
染料,せんりょう,2,{}
歯茎,はぐき,2,{}
顎,あご,2,{}
旅程,りょてい,2,{}
円錐,えんすい,2,{}
立方体,りっぽうたい,2,{}
強烈,きょうれつ,2,{}
納屋,なや,2,{}
勲章,くんしょう,2,{}
良質,りょうしつ,2,{}
軸,じく,2,{}
色調,しきちょう,2,{}
葛藤,かっとう,2,{}
焚,た,2,{}
向日葵,ひまわり,2,{}
慕,した,2,{}
雄羊,おすひつじ,2,{}
一団,いちだん,2,{}
侮蔑,ぶべつ,2,{}
投球,とうきゅう,2,{}
畏敬,いけい,2,{}
雨脚,あまあし,2,{}
葡萄,ぶどう,2,{}
酸性,さんせい,2,{}
石灰,せっかい,2,{}
増員,ぞういん,2,{}
抽出,ちゅうしゅつ,2,{}
雀,すずめ,2,{}
新造船,しんぞうせん,2,{}
静謐,せいひつ,2,{}
三人組,さんにんぐみ,2,{}
独奏,どくそう,2,{}
雲雀,うんじゃく,2,{}
梁,はり,2,{}
東方,とうほう,2,{}
北方,ほっぽう,2,{}
西方,せいほう,2,{}
鎮静,ちんせい,2,{}
栄養剤,えいようざい,2,{}
布地,ぬのじ,2,{}
雪深,ゆきぶか,2,{}
住職,じゅうしょく,2,{}
稽古場,けいこば,2,{}
知性,ちせい,2,{}
機知,きち,2,{}
腸,ちょう,2,{}
和音,わおん,2,{}
路面,ろめん,2,{}
児童,じどう,2,{}
取扱,とりあつかい,2,"{""とりあつか"": 1}"
印字,いんじ,2,{}
購入者,こうにゅうしゃ,2,{}
実用化,じつようか,2,{}
今季,こんき,2,{}
中性,ちゅうせい,2,{}
闘争,とうそう,2,{}
減速,げんそく,2,{}
稽古,けいこ,2,{}
弓道,きゅうどう,2,{}
悠然,ゆうぜん,2,{}
質屋,しちや,2,{}
数百年,すうひゃくねん,2,{}
書庫,しょこ,2,{}
持参金,じさんきん,2,{}
安定性,あんていせい,2,{}
流動的,りゅうどうてき,2,{}
長大,ちょうだい,2,{}
樽,たる,2,{}
発疹,はっしん,2,{}
指標,しひょう,2,{}
掴,つか,2,{}
急増,きゅうぞう,2,{}
甲板,かんぱん,2,{}
山岳,さんがく,2,{}
前髪,まえがみ,2,{}
希薄,きはく,2,{}
咳,せき,2,{}
静的,せいてき,2,{}
古書市,こしょいち,2,{}
山中,さんちゅう,2,{}
商店,しょうてん,2,{}
肋骨,ろっこつ,2,{}
見過,みす,2,{}
消化,しょうか,2,{}
存分,ぞんぶん,2,{}
腫瘍,しゅよう,2,{}
雑費,ざっぴ,2,{}
次回作,じかいさく,2,{}
夢想,むそう,2,{}
直立,ちょくりつ,2,{}
車列,しゃれつ,2,{}
艦隊,かんたい,2,{}
一打,いちだ,2,{}
米国式,べいこくしき,2,{}
振込,ふりこみ,2,{}
形見,かたみ,2,{}
生来,せいらい,2,{}
石材,せきざい,2,{}
登頂,とうちょう,2,{}
艶,つや,2,{}
他者,たしゃ,2,{}
刷新,さっしん,2,{}
未整理,みせいり,2,{}
住人,じゅうにん,2,{}
知見,ちけん,2,{}
市庁舎,しちょうしゃ,2,{}
賛美,さんび,2,{}
南国,なんごく,2,{}
箇条書,かじょうが,2,{}
背表紙,せびょうし,2,{}
禁酒,きんしゅ,2,{}
試行錯誤,しこうさくご,2,{}
霊,れい,2,{}
命題,めいだい,2,{}
表舞台,おもてぶたい,2,{}
鬱,うつ,2,{}
温和,おんわ,2,{}
明朗,めいろう,2,{}
強権,きょうけん,2,{}
尊,とうと,2,{}
受験生,じゅけんせい,2,{}
緊張感,きんちょうかん,2,{}
絵筆,えふで,2,{}
妥協点,だきょうてん,2,{}
解説書,かいせつしょ,2,{}
民主,みんしゅ,2,{}
数十,すうじゅう,2,{}
辿,たど,2,{}
粗暴,そぼう,2,{}
俯瞰,ふかん,2,{}
戦中,せんちゅう,2,{}
手記,しゅき,2,{}
伊語,いご,2,{}
舞踊家,ぶとうか,2,{}
頑強,がんきょう,2,{}
構成要素,こうせいようそ,2,{}
佇,たたず,2,{}
来賓,らいひん,2,{}
品位,ひんい,2,{}
頑,かたく,2,{}
溜,た,2,{}
作品集,さくひんしゅう,2,{}
奥地,おくち,2,{}
研究分野,けんきゅうぶんや,2,{}
招待講演,しょうたいこうえん,2,{}
同等,どうとう,2,{}
煎餅,せんべい,2,{}
連絡手段,れんらくしゅだん,2,{}
終焉,しゅうえん,2,{}
懐疑,かいぎ,2,{}
極地,きょくち,2,{}
眼,め,2,{}
情報発信,じょうほうはっしん,2,{}
履歴,りれき,2,{}
講評,こうひょう,2,{}
結婚式場,けっこんしきじょう,2,{}
介添,かいぞえ,2,{}
機微,きび,2,{}
苗木,なえぎ,2,{}
院,いん,2,{}
触媒,しょくばい,2,{}
凝固,ぎょうこ,2,{}
辛抱,しんぼう,2,{}
装飾品,そうしょくひん,2,{}
退避,たいひ,2,{}
滞,とどこお,2,{}
失効,しっこう,2,{}
天秤,てんびん,2,{}
称号,しょうごう,2,{}
百貨店,ひゃっかてん,2,{}
精力的,せいりょくてき,2,{}
最重要,さいじゅうよう,2,{}
反射的,はんしゃてき,2,{}
虐殺,ぎゃくさつ,2,{}
物言,ものい,2,{}
剪定,せんてい,2,{}
翻訳家,ほんやくか,2,{}
師匠,ししょう,2,{}
画材,がざい,2,{}
単独,たんどく,2,{}
偉業,いぎょう,2,{}
草稿,そうこう,2,{}
吟味,ぎんみ,2,{}
被告人,ひこくにん,2,{}
陪審員,ばいしんいん,2,{}
大麦,おおむぎ,2,{}
志,こころざ,2,"{""こころざし"": 1}"
陳腐,ちんぷ,2,{}
偶像視,ぐうぞうし,2,{}
欠陥,けっかん,2,{}
堅固,けんご,2,{}
若々,わかわか,2,{}
申,もう,2,{}
風情,ふぜい,2,{}
年度末,ねんどまつ,2,{}
息抜,いきぬ,2,{}
稀有,けう,2,{}
余地,よち,2,{}
慈悲,じひ,2,{}
判断力,はんだんりょく,2,{}
修繕,しゅうぜん,2,{}
遮断,しゃだん,2,{}
大局,たいきょく,2,{}
地平,ちへい,2,{}
船舶,せんぱく,2,{}
思慮,しりょ,2,{}
節,ふし,2,{}
初歩,しょほ,2,{}
熟達,じゅくたつ,2,{}
発売,はつばい,2,{}
増強,ぞうきょう,2,{}
手厚,てあつ,2,{}
手堅,てがた,2,{}
媒体,ばいたい,2,{}
立法府,りっぽうふ,2,{}
司法,しほう,2,{}
地表,ちひょう,2,{}
見慣,みな,2,{}
報奨,ほうしょう,2,{}
豪奢,ごうしゃ,2,{}
補修,ほしゅう,2,{}
新設,しんせつ,2,{}
学部,がくぶ,2,{}
平易,へいい,2,{}
航路,こうろ,2,{}
黙殺,もくさつ,2,{}
音感,おんかん,2,{}
税,ぜい,2,{}
銀行員,ぎんこういん,2,{}
音節,おんせつ,2,{}
山間部,さんかんぶ,2,{}
優美,ゆみ,2,{}
手仕事,てしごと,2,{}
活発化,かっぱつか,2,{}
人種差別,じんしゅさべつ,2,{}
無礼,ぶれい,2,{}
道徳的,どうとくてき,2,{}
代償,だいしょう,2,{}
社交,しゃこう,2,{}
登壇者,とうだんしゃ,2,{}
立候補,りっこうほ,2,{}
温泉地,おんせんち,2,{}
塩素,えんそ,2,{}
送金,そうきん,2,{}
一頭,いちず,2,{}
裏取,うらど,2,{}
消防隊,しょうぼうたい,2,{}
協力者,きょうりょくしゃ,2,{}
辞職,じしょく,2,{}
半世紀,はんせいき,2,{}
世論,よろん,2,{}
新法,しんぽう,2,{}
再婚,さいこん,2,{}
学習法,がくしゅうほう,2,{}
閑散期,かんさんき,2,{}
歓,かん,2,{}
熱中,ねっちゅう,2,{}
永続,えいぞく,2,{}
同盟,どうめい,2,{}
連邦,れんぽう,2,{}
夏場,なつば,2,{}
下痢,げり,2,{}
嘔吐,おうと,2,{}
暴動,ぼうどう,2,{}
他社,たしゃ,2,{}
試飲,しいん,2,{}
欺,あざむ,2,{}
霜害,そうがい,2,{}
大手,おおて,2,{}
台詞,せりふ,2,{}
舞台俳優,ぶたいはいゆう,2,{}
鏡台,きょうだい,2,{}
作品世界,さくひんせかい,2,{}
無責任,むせきにん,2,{}
出席者,しゅっせきしゃ,2,{}
所在,しょざい,2,{}
精密検査,せいみつけんさ,2,{}
宿泊所,しゅくはくじょ,2,{}
反論,はんろん,2,{}
自主性,じしゅせい,2,{}
政権,せいけん,2,{}
自身,じしん,2,{}
用具,ようぐ,2,{}
軽視,けいし,2,{}
業務用,ぎょうむよう,2,{}
降下,こうか,2,{}
大差,たいさ,2,{}
終始,しゅうし,2,{}
口外,こうがい,2,{}
有機物,ゆうきぶつ,2,{}
明記,めいき,2,{}
各所,かくしょ,2,{}
消費電力,しょうひでんりょく,2,{}
養分,ようぶん,2,{}
正当,せいとう,2,{}
急激,きゅうげき,2,{}
独断,どくだん,2,{}
最前線,さいぜんせん,2,{}
来店客,らいてんきゃく,2,{}
立案,りつあん,2,{}
圧縮,あっしゅく,2,{}
出典,しゅってん,2,{}
当日券,とうじつけん,2,{}
規律,きりつ,2,{}
落札,らくさつ,2,{}
経営方針,けいえいほうしん,2,{}
営業部,えいぎょうぶ,2,{}
新体制,しんたいせい,2,{}
始動,しどう,2,{}
若年層,じゃくねんそう,2,{}
百万,ひゃくまん,2,{}
絶版,ぜっぱん,2,{}
卑劣,ひれつ,2,{}
貯蔵,ちょぞう,2,{}
療養,りょうよう,2,{}
継続的,けいぞくてき,2,{}
違反者,いはんしゃ,2,{}
気象学,きしょうがく,2,{}
探査,たんさ,2,{}
再解釈,さいかいしゃく,2,{}
未使用,みしよう,2,{}
略称,りゃくしょう,2,{}
医療機器,いりょうきき,2,{}
感慨,かんがい,2,{}
強迫観念,きょうはくかんねん,2,{}
少数,しょうすう,2,{}
遠征,えんせい,2,{}
安全確保,あんぜんかくほ,2,{}
観光案内所,かんこうあんないじょ,2,{}
規定,きてい,2,{}
自然保護,しぜんほご,2,{}
指名,しめい,2,{}
近距離,きんきょり,2,{}
不透明,ふとうめい,2,{}
下山,げざん,2,{}
農産物,のうさんぶつ,2,{}
戦闘機,せんとうき,2,{}
営業活動,えいぎょうかつどう,2,{}
天性,てんせい,2,{}
現実主義者,げんじつしゅぎしゃ,2,{}
楽観主義者,らっかんしゅぎしゃ,2,{}
情報部門,じょうほうぶもん,2,{}
冬場,ふゆば,2,{}
行間,ぎょうかん,2,{}
知覚,ちかく,2,{}
貸出,たいしゅつ,2,{}
新政,しんせい,2,{}
清廉,せいれん,2,{}
問題点,もんだいてん,2,{}
五年,ごねん,2,{}
差別的,さべつてき,2,{}
書籍,しょせき,2,{}
増税,ぞうぜい,2,{}
是非,ぜひ,2,{}
社説,しゃせつ,2,{}
求人,きゅうじん,2,{}
無愛想,ぶあいそう,2,{}
半分以下,はんぶんいか,2,{}
今夏,こんか,2,{}
焦点,しょうてん,2,{}
内面,ないめん,2,{}
出品,しゅっぴん,2,{}
完遂,かんすい,2,{}
写実主義,しゃじつしゅぎ,2,{}
古典主義,こてんしゅぎ,2,{}
淡々,たんたん,2,{}
緊密,きんみつ,2,{}
降伏,こうふく,2,{}
戦況,せんきょう,2,{}
使者,ししゃ,2,{}
気乗,きの,2,{}
短期的,たんきてき,2,{}
難病,なんびょう,2,{}
健全,けんぜん,2,{}
人称,にんしょう,2,{}
老朽化,ろうきゅうか,2,{}
役員,やくいん,2,{}
事務職,じむしょく,2,{}
独立後,どくりつご,2,{}
決算,けっさん,2,{}
観測所,かんそくじょ,2,{}
手立,てだ,2,{}
山岳地帯,さんがくちたい,2,{}
契機,けいき,2,{}
霊廟,れいびょう,2,{}
糧,かて,2,{}
抑止,よくし,2,{}
軍人,ぐんじん,2,{}
散発的,さんぱつてき,2,{}
柔軟性,じゅうなんせい,2,{}
合意形成,ごういけいせい,2,{}
海外向,かいがいむ,2,{}
前提条件,ぜんていじょうけん,2,{}
瑣末,さまつ,2,{}
論争,ろんそう,2,{}
大虐殺,だいぎゃくさつ,2,{}
残業時間,ざんぎょうじかん,2,{}
予定者,よていしゃ,2,{}
即時,そくじ,2,{}
固定観念,こていかんねん,2,{}
結核,けっかく,2,{}
三年以上,さんねんいじょう,2,{}
対象外,たいしょうがい,2,{}
豊穣,ほうじょう,2,{}
将来性,しょうらいせい,2,{}
毎時,まいじ,2,{}
景品,けいひん,2,{}
土壇場,どたんば,2,{}
理想主義,りそうしゅぎ,2,{}
結果的,けっかてき,2,{}
生産性,せいさんせい,2,{}
速報,そくほう,2,{}
質疑応答,しつぎおうとう,2,{}
安全運転,あんぜんうんてん,2,{}
気圧計,きあつけい,2,{}
温度計,おんどけい,2,{}
今期,こんき,2,{}
堅調,けんちょう,2,{}
総括,そうかつ,2,{}
十字路,じゅうじろ,2,{}
補足的,ほそくてき,2,{}
容易,ようい,2,{}
率先,そっせん,2,{}
毎春,まいはる,2,{}
近隣住民,きんりんじゅうみん,2,{}
半減,はんげん,2,{}
立法,りっぽう,2,{}
整備状況,せいびじょうきょう,2,{}
利便性,りべんせい,2,{}
観光資源,かんこうしげん,2,{}
緑地,りょくち,2,{}
回路,かいろ,2,{}
投獄,とうごく,2,{}
転覆,てんぷく,2,{}
過小評価,かしょうひょうか,2,{}
労務,ろうむ,2,{}
建材,けんざい,2,{}
運転者,うんてんしゃ,2,{}
終点,しゅうてん,2,{}
放射線療法,ほうしゃせんりょうほう,2,{}
関係省庁,かんけいしょうちょう,2,{}
厳選,げんせん,2,{}
導入後,どうにゅうご,2,{}
具体性,ぐたいせい,2,{}
実力者,じつりょくしゃ,2,{}
庶民,しょみん,2,{}
殺到,さっとう,2,{}
申請書類,しんせいしょるい,2,{}
退潮,たいちょう,2,{}
心得,こころえ,2,{}
教育機関,きょういくきかん,2,{}
監督者,かんとくしゃ,2,{}
工程表,こうていひょう,2,{}
大雑把,おおざっぱ,2,{}
自動詞,じどうし,2,{}
他動詞,たどうし,2,{}
金属加工,きんぞくかこう,2,{}
強豪,きょうごう,2,{}
弱小,じゃくしょう,2,{}
安全確認,あんぜんかくにん,2,{}
委任,いにん,2,{}
義父,ぎふ,2,{}
難航,なんこう,2,{}
含意,がんい,2,{}
永続性,えいぞくせい,2,{}
新規参入,しんきさんにゅう,2,{}
苦境,くきょう,2,{}
愛国心,あいこくしん,2,{}
理論上,りろんじょう,2,{}
異文化,いぶんか,2,{}
侵害,しんがい,2,{}
容体,ようたい,2,{}
同一性,どういつせい,2,{}
社内規定,しゃないきてい,2,{}
呼吸器,こきゅうき,2,{}
無許可,むきょか,2,{}
階級,かいきゅう,2,{}
五年間,ごねんかん,2,{}
共同開発,きょうどうかいはつ,2,{}
下請,したうけ,2,{}
情報技術,じょうほうぎじゅつ,2,{}
決裁,けっさい,2,{}
無秩序,むちつじょ,2,{}
人事部,じんじぶ,2,{}
評,ひょう,2,{}
区間,くかん,2,{}
開通,かいつう,2,{}
修了,しゅうりょう,2,{}
案内文,あんないぶん,2,{}
首尾一貫,しゅびいっかん,2,{}
参入,さんにゅう,2,{}
十分満足,じゅうぶんまんぞく,2,{}
広報,こうほう,2,{}
馳,は,2,{}
在校,ざいこう,2,{}
舎,しゃ,2,{}
実用性,じつようせい,2,{}
実用,じつよう,2,{}
水資源,みずしげん,2,{}
新住民,しんじゅうみん,2,{}
好感,こうかん,2,{}
理解度,りかいど,2,{}
転職,てんしょく,2,{}
事後,じご,2,{}
分解,ぶんかい,2,{}
投資計画,とうしけいかく,2,{}
医,い,2,{}
運営側,うんえいがわ,2,{}
学術論文,がくじゅつろんぶん,2,{}
本社,ほんしゃ,2,{}
公衆衛生,こうしゅうえいせい,2,{}
従事,じゅうじ,2,{}
輸出業,ゆしゅつぎょう,2,{}
訪問,ほうもん,2,{}
拡充,かくじゅう,2,{}
再検討,さいけんとう,2,{}
用途,ようと,2,{}
突破口,とっぱこう,2,{}
搬送,はんそう,2,{}
尽力,じんりょく,2,{}
対人,たいじん,2,{}
良好,りょうこう,2,{}
大変革,だいへんかく,2,{}
実験計画,じっけんけいかく,2,{}
耐震,たいしん,2,{}
先進的,せんしんてき,2,{}
試練,しれん,2,{}
所見,しょけん,2,{}
包括的,ほうかつてき,2,{}
年数,ねんすう,2,{}
定着率,ていちゃくりつ,2,{}
減額,げんがく,2,{}
考慮,こうりょ,2,{}
防錆,ぼうせい,2,{}
排出量,はいしゅつりょう,2,{}
期間中,きかんちゅう,2,{}
研究発表,けんきゅうはっぴょう,2,{}
交通機関,こうつうきかん,2,{}
仮面,かめん,1,{}
基本語,きほんご,1,{}
何歳,なんさい,1,{}
全周,ぜんしゅう,1,{}
南半球,みなみはんきゅう,1,{}
勝敗,しょうはい,1,{}
球状,きゅうじょう,1,{}
相手選手,あいてせんしゅ,1,{}
赤十字,せきじゅうじ,1,{}
減点,げんてん,1,{}
南向,みなみむ,1,{}
畳半,じょうはん,1,{}
闘志,とうし,1,{}
夜行性,やこうせい,1,{}
青信号,あおしんごう,1,{}
素,もと,1,{}
個人用,こじんよう,1,{}
頭以外,あたまいがい,1,{}
胴体,どうたい,1,{}
掲示物,けいじぶつ,1,{}
中見,なかみ,1,{}
進法,しんほう,1,{}
頭髪,とうはつ,1,{}
体毛,たいもう,1,{}
洗車,せんしゃ,1,{}
国際連合,こくさいれんごう,1,{}
黒色,こくしょく,1,{}
毛束,けたば,1,{}
短距離走者,たんきょりそうしゃ,1,{}
会話的,かいわてき,1,{}
一握,ひとにぎ,1,{}
綺麗,きれい,1,{}
巨峰,きょほう,1,{}
一房,かずふさ,1,{}
日本食,にほんしょく,1,{}
橙,だいだい,1,{}
音順,おんじゅん,1,{}
黄身,きみ,1,{}
道案内,みちあんない,1,{}
蛾,が,1,{}
鍵盤楽器,けんばんがっき,1,{}
時間半,じかんはん,1,{}
疑問文,ぎもんぶん,1,{}
伴奏,ばんそう,1,{}
課題曲,かだいきょく,1,{}
家族用,かぞくよう,1,{}
自家用,じかよう,1,{}
朝家,ちょうか,1,{}
何時,なんじ,1,{}
毎食,まいしょく,1,{}
内野手,ないやしゅ,1,{}
外野手,がいやしゅ,1,{}
豪,ごう,1,{}
洗面台,せんめんだい,1,{}
幅跳,はばとび,1,{}
柴犬,しばいぬ,1,{}
醤油,しょうゆ,1,{}
薄着,うすぎ,1,{}
問題数,もんだいすう,1,{}
一生懸命,いっしょうけんめい,1,{}
盤,ばん,1,{}
明後日,みょうごにち,1,{}
英米,えいべい,1,{}
春夏秋冬,しゅんかしゅうとう,1,{}
米大統領,べいだいとうりょう,1,{}
官邸,かんてい,1,{}
外野,がいや,1,{}
参,まい,1,{}
神道,しんとう,1,{}
寓話,ぐうわ,1,{}
色鉛筆,いろえんぴつ,1,{}
中南米,ちゅうなんべい,1,{}
座標,ざひょう,1,{}
乗馬,じょうば,1,{}
湘南,しょうなん,1,{}
一番人気,いちばんにんき,1,{}
高度成長,こうどせいちょう,1,{}
土日,どにち,1,{}
隅田,すみだ,1,{}
故,ゆえ,1,{}
東海岸,ひがしかいがん,1,{}
雷神,らいじん,1,{}
購買,こうばい,1,{}
支配者,しはいしゃ,1,{}
万里,ばんり,1,{}
長城,ちょうじょう,1,{}
円玉,えんだま,1,{}
倍数,ばいすう,1,{}
少人数,しょうにんずう,1,{}
年齢層,ねんれいそう,1,{}
上野動物園,うえのどうぶつえん,1,{}
固有,こゆう,1,{}
学校生活,がっこうせいかつ,1,{}
目隠,めかく,1,{}
木管楽器,もっかんがっき,1,{}
学級委員,がっきゅういいん,1,{}
果樹,かじゅ,1,{}
山田,やまだ,1,{}
太郎,たろう,1,{}
大晦日,おおみそか,1,{}
片側,かたがわ,1,{}
国会議事堂,こっかいぎじどう,1,{}
台湾,たいわん,1,{}
元々,もともと,1,{}
家系図,かけいず,1,{}
抱負,ほうふ,1,{}
発祥地,はっしょうち,1,{}
遥,はる,1,{}
甲子園,こうしえん,1,{}
運動場,うんどうじょう,1,{}
日本料理,にほんりょうり,1,{}
万語,まんご,1,{}
英和辞典,えいわじてん,1,{}
運転免許,うんてんめんきょ,1,{}
原付,げんつき,1,{}
大型連休,おおがたれんきゅう,1,{}
練習日,れんしゅうび,1,{}
新宿駅,しんじゅくえき,1,{}
番号順,ばんごうじゅん,1,{}
再来年,さらいねん,1,{}
大学受験,だいがくじゅけん,1,{}
初球,しょきゅう,1,{}
胸元,むなもと,1,{}
幼稚園児,ようちえんじ,1,{}
草花,くさばな,1,{}
工事中,こうじちゅう,1,{}
伝票,でんぴょう,1,{}
眼下,がんか,1,{}
二番目,にばんめ,1,{}
盆踊,ぼんおど,1,{}
陸上競技場,りくじょうきょうぎじょう,1,{}
走路,そうろ,1,{}
世界大戦,せかいたいせん,1,{}
強制力,きょうせいりょく,1,{}
和製,わせい,1,{}
広間,ひろま,1,{}
墨汁,ぼくじゅう,1,{}
着陸,ちゃくりく,1,{}
睡眠中,すいみんちゅう,1,{}
密林,みつりん,1,{}
封,ふう,1,{}
茶菓子,ちゃがし,1,{}
雪景色,ゆきげしき,1,{}
退治,たいじ,1,{}
達人,たつじん,1,{}
昔々,むかしむかし,1,{}
喜怒哀楽,きどあいらく,1,{}
陸上部,りくじょうぶ,1,{}
調理師,ちょうりし,1,{}
指折,ゆびお,1,{}
大水槽,だいすいそう,1,{}
仕事用,しごとよう,1,{}
食事用,しょくじよう,1,{}
私語,しご,1,{}
黒々,くろぐろ,1,{}
学生服,がくせいふく,1,{}
年老,としお,1,"{""としより"": 1}"
水彩,すいさい,1,{}
留守番電話,るすばんでんわ,1,{}
伝言,でんごん,1,{}
紅白歌合戦,こうはくうたがっせん,1,{}
当機,とうき,1,{}
離陸,りりく,1,{}
直売,ちょくばい,1,{}
集合写真,しゅうごうしゃしん,1,{}
閃光,せんこう,1,{}
音楽番組,おんがくばんぐみ,1,{}
棚田,たなだ,1,{}
挽回,ばんかい,1,{}
水墨画,すいぼくが,1,{}
普段着,ふだんぎ,1,{}
一大,いちだい,1,{}
子孫,しそん,1,{}
奥歯,おくば,1,{}
目医者,めいしゃ,1,{}
立入禁止,たちいりきんし,1,{}
右手,みぎて,1,{}
直進,ちょくしん,1,{}
花丸,はなまる,1,{}
平均的,へいきんてき,1,{}
星型,ほしがた,1,{}
小学生以下,しょうがくせいいか,1,{}
入場料,にゅうじょうりょう,1,{}
工場見学,こうじょうけんがく,1,{}
大所帯,おおじょたい,1,{}
大昔,おおむかし,1,{}
名古屋,なごや,1,{}
何種類,なんしゅるい,1,{}
当番表,とうばんひょう,1,{}
消防署,しょうぼうしょ,1,{}
自動販売機,じどうはんばいき,1,{}
